X,Erf
-3.144,-0.9999912632969463
-3.1419999999999995,-0.9999911475973404
-3.1399999999999997,-0.9999910304344467
-3.138,-0.9999909117907079
-3.136,-0.9999907916483682
-3.1339999999999995,-0.9999906699894722
-3.1319999999999997,-0.9999905467958617
-3.13,-0.9999904220491745
-3.128,-0.999990295730842
-3.1259999999999994,-0.9999901678220866
-3.1239999999999997,-0.9999900383039201
-3.122,-0.9999899071571412
-3.12,-0.9999897743623337
-3.1179999999999994,-0.9999896398998634
-3.1159999999999997,-0.9999895037498769
-3.114,-0.9999893658922986
-3.112,-0.9999892263068284
-3.1099999999999994,-0.9999890849729398
-3.1079999999999997,-0.9999889418698774
-3.106,-0.9999887969766543
-3.104,-0.9999886502720501
-3.1019999999999994,-0.999988501734608
-3.0999999999999996,-0.9999883513426328
-3.098,-0.9999881990741883
-3.096,-0.9999880449070948
-3.0939999999999994,-0.9999878888189265
-3.0919999999999996,-0.9999877307870092
-3.09,-0.9999875707884177
-3.088,-0.9999874087999729
-3.0860000000000003,-0.9999872447982397
-3.0839999999999996,-0.9999870787595242
-3.082,-0.9999869106598707
-3.08,-0.9999867404750594
-3.0780000000000003,-0.999986568180604
-3.0759999999999996,-0.9999863937517484
-3.074,-0.9999862171634639
-3.072,-0.9999860383904472
-3.0700000000000003,-0.9999858574071167
-3.0679999999999996,-0.9999856741876104
-3.066,-0.9999854887057826
-3.064,-0.9999853009352012
-3.0620000000000003,-0.999985110849145
-3.0599999999999996,-0.9999849184206001
-3.058,-0.9999847236222579
-3.056,-0.9999845264265113
-3.0540000000000003,-0.9999843268054521
-3.0519999999999996,-0.9999841247308682
-3.05,-0.9999839201742399
-3.048,-0.9999837131067371
-3.0460000000000003,-0.9999835034992165
-3.0439999999999996,-0.9999832913222182
-3.042,-0.9999830765459623
-3.04,-0.999982859140346
-3.0380000000000003,-0.9999826390749406
-3.0359999999999996,-0.9999824163189874
-3.034,-0.9999821908413954
-3.032,-0.9999819626107375
-3.0300000000000002,-0.9999817315952467
-3.0279999999999996,-0.999981497762814
-3.026,-0.9999812610809836
-3.024,-0.9999810215169505
-3.0220000000000002,-0.999980779037556
-3.0199999999999996,-0.9999805336092856
-3.018,-0.9999802851982641
-3.016,-0.9999800337702528
-3.0140000000000002,-0.9999797792906459
-3.0119999999999996,-0.9999795217244664
-3.01,-0.9999792610363629
-3.008,-0.9999789971906058
-3.0060000000000002,-0.9999787301510835
-3.0039999999999996,-0.9999784598812989
-3.002,-0.9999781863443649
-3.0,-0.9999779095030014
-2.998,-0.9999776293195314
-2.9959999999999996,-0.9999773457558763
-2.9939999999999998,-0.9999770587735529
-2.992,-0.999976768333669
-2.99,-0.9999764743969194
-2.9879999999999995,-0.9999761769235819
-2.9859999999999998,-0.9999758758735136
-2.984,-0.9999755712061461
-2.982,-0.9999752628804821
-2.9799999999999995,-0.9999749508550908
-2.9779999999999998,-0.9999746350881036
-2.976,-0.9999743155372105
-2.974,-0.9999739921596549
-2.9719999999999995,-0.9999736649122302
-2.9699999999999998,-0.9999733337512747
-2.968,-0.9999729986326679
-2.966,-0.9999726595118253
-2.9639999999999995,-0.9999723163436948
-2.9619999999999997,-0.9999719690827513
-2.96,-0.9999716176829931
-2.958,-0.9999712620979364
-2.9559999999999995,-0.9999709022806115
-2.9539999999999997,-0.9999705381835573
-2.952,-0.9999701697588178
-2.95,-0.9999697969579359
-2.9479999999999995,-0.9999694197319497
-2.9459999999999997,-0.9999690380313875
-2.944,-0.9999686518062625
-2.942,-0.9999682610060684
-2.9399999999999995,-0.999967865579774
-2.9379999999999997,-0.9999674654758188
-2.936,-0.9999670606421075
-2.934,-0.999966651026005
-2.9319999999999995,-0.9999662365743316
-2.9299999999999997,-0.9999658172333573
-2.928,-0.9999653929487974
-2.926,-0.9999649636658062
-2.9239999999999995,-0.999964529328973
-2.9219999999999997,-0.9999640898823156
-2.92,-0.9999636452692755
-2.918,-0.9999631954327126
-2.9159999999999995,-0.9999627403148995
-2.9139999999999997,-0.9999622798575158
-2.912,-0.9999618140016433
-2.91,-0.9999613426877595
-2.9079999999999995,-0.9999608658557324
-2.9059999999999997,-0.9999603834448151
-2.904,-0.9999598953936393
-2.902,-0.9999594016402101
-2.8999999999999995,-0.9999589021219005
-2.8979999999999997,-0.9999583967754445
-2.896,-0.9999578855369319
-2.894,-0.9999573683418022
-2.8919999999999995,-0.9999568451248385
-2.8899999999999997,-0.9999563158201618
-2.888,-0.9999557803612238
-2.886,-0.9999552386808023
-2.8839999999999995,-0.9999546907109937
-2.8819999999999997,-0.9999541363832073
-2.88,-0.9999535756281589
-2.878,-0.9999530083758644
-2.8759999999999994,-0.9999524345556334
-2.8739999999999997,-0.9999518540960627
-2.872,-0.9999512669250296
-2.87,-0.9999506729696856
-2.8679999999999994,-0.9999500721564499
-2.8659999999999997,-0.9999494644110023
-2.864,-0.9999488496582766
-2.862,-0.9999482278224539
-2.8599999999999994,-0.9999475988269556
-2.8579999999999997,-0.9999469625944368
-2.856,-0.9999463190467791
-2.854,-0.9999456681050836
-2.8519999999999994,-0.9999450096896637
-2.8499999999999996,-0.9999443437200386
-2.848,-0.9999436701149252
-2.846,-0.9999429887922316
-2.8439999999999994,-0.9999422996690496
-2.8419999999999996,-0.9999416026616471
-2.84,-0.999940897685461
-2.838,-0.9999401846550896
-2.8359999999999994,-0.9999394634842852
-2.8339999999999996,-0.9999387340859464
-2.832,-0.9999379963721103
-2.83,-0.9999372502539452
-2.8280000000000003,-0.9999364956417427
-2.8259999999999996,-0.9999357324449094
-2.824,-0.99993496057196
-2.822,-0.9999341799305083
-2.8200000000000003,-0.9999333904272599
-2.8179999999999996,-0.9999325919680039
-2.816,-0.9999317844576048
-2.814,-0.9999309677999944
-2.8120000000000003,-0.999930141898163
-2.8099999999999996,-0.9999293066541523
-2.808,-0.9999284619690455
-2.806,-0.9999276077429602
-2.8040000000000003,-0.999926743875039
-2.8019999999999996,-0.9999258702634413
-2.8,-0.9999249868053346
-2.798,-0.9999240933968858
-2.7960000000000003,-0.9999231899332525
-2.7939999999999996,-0.999922276308574
-2.792,-0.9999213524159627
-2.79,-0.9999204181474947
-2.7880000000000003,-0.9999194733942011
-2.7859999999999996,-0.9999185180460586
-2.784,-0.999917551991981
-2.782,-0.999916575119809
-2.7800000000000002,-0.9999155873163016
-2.7779999999999996,-0.9999145884671266
-2.776,-0.9999135784568506
-2.774,-0.9999125571689305
-2.7720000000000002,-0.999911524485703
-2.7699999999999996,-0.9999104802883753
-2.768,-0.9999094244570154
-2.766,-0.9999083568705424
-2.7640000000000002,-0.9999072774067161
-2.7619999999999996,-0.9999061859421279
-2.76,-0.9999050823521899
-2.758,-0.9999039665111252
-2.7560000000000002,-0.9999028382919583
-2.7539999999999996,-0.9999016975665035
-2.752,-0.9999005442053559
-2.75,-0.9998993780778803
-2.748,-0.9998981990522011
-2.7459999999999996,-0.9998970069951914
-2.7439999999999998,-0.9998958017724624
-2.742,-0.9998945832483531
-2.74,-0.9998933512859194
-2.7379999999999995,-0.9998921057469228
-2.7359999999999998,-0.9998908464918199
-2.734,-0.9998895733797514
-2.732,-0.9998882862685308
-2.7299999999999995,-0.9998869850146334
-2.7279999999999998,-0.9998856694731849
-2.726,-0.9998843394979502
-2.724,-0.9998829949413219
-2.7219999999999995,-0.9998816356543092
-2.7199999999999998,-0.9998802614865254
-2.718,-0.9998788722861772
-2.716,-0.9998774679000527
-2.7139999999999995,-0.9998760481735094
-2.7119999999999997,-0.9998746129504621
-2.71,-0.9998731620733717
-2.708,-0.9998716953832323
-2.7059999999999995,-0.9998702127195594
-2.7039999999999997,-0.9998687139203779
-2.702,-0.9998671988222092
-2.7,-0.9998656672600594
-2.6979999999999995,-0.9998641190674065
-2.6959999999999997,-0.9998625540761876
-2.694,-0.9998609721167867
-2.692,-0.9998593730180217
-2.6899999999999995,-0.9998577566071316
-2.6879999999999997,-0.9998561227097633
-2.686,-0.9998544711499593
-2.684,-0.9998528017501437
-2.6819999999999995,-0.9998511143311096
-2.6799999999999997,-0.9998494087120056
-2.678,-0.9998476847103225
-2.676,-0.9998459421418796
-2.6739999999999995,-0.9998441808208117
-2.6719999999999997,-0.9998424005595548
-2.67,-0.9998406011688324
-2.668,-0.9998387824576425
-2.6659999999999995,-0.9998369442332423
-2.6639999999999997,-0.9998350863011356
-2.662,-0.9998332084650576
-2.66,-0.9998313105269613
-2.6579999999999995,-0.9998293922870027
-2.6559999999999997,-0.9998274535435271
-2.654,-0.9998254940930538
-2.652,-0.999823513730262
-2.6499999999999995,-0.999821512247976
-2.6479999999999997,-0.9998194894371505
-2.646,-0.9998174450868553
-2.644,-0.9998153789842611
-2.6419999999999995,-0.9998132909146236
-2.6399999999999997,-0.9998111806612685
-2.638,-0.9998090480055768
-2.636,-0.9998068927269688
-2.6339999999999995,-0.9998047146028886
-2.6319999999999997,-0.999802513408789
-2.63,-0.9998002889181156
-2.628,-0.9997980409022905
-2.6259999999999994,-0.9997957691306975
-2.6239999999999997,-0.9997934733706648
-2.622,-0.9997911533874502
-2.62,-0.9997888089442238
-2.6179999999999994,-0.9997864398020524
-2.6159999999999997,-0.999784045719883
-2.614,-0.9997816264545258
-2.612,-0.9997791817606384
-2.6099999999999994,-0.9997767113907082
-2.6079999999999997,-0.9997742150950364
-2.606,-0.9997716926217204
-2.604,-0.999769143716637
-2.6019999999999994,-0.9997665681234258
-2.5999999999999996,-0.9997639655834707
-2.598,-0.9997613358358837
-2.596,-0.999758678617487
-2.5939999999999994,-0.9997559936627954
-2.5919999999999996,-0.9997532807039985
-2.59,-0.9997505394709432
-2.588,-0.9997477696911156
-2.5859999999999994,-0.9997449710896227
-2.5839999999999996,-0.9997421433891751
-2.582,-0.9997392863100679
-2.58,-0.9997363995701628
-2.5779999999999994,-0.9997334828848694
-2.5759999999999996,-0.9997305359671268
-2.574,-0.9997275585273848
-2.572,-0.9997245502735852
-2.5700000000000003,-0.9997215109111428
-2.5679999999999996,-0.9997184401429263
-2.566,-0.9997153376692393
-2.564,-0.999712203187801
-2.5620000000000003,-0.9997090363937265
-2.5599999999999996,-0.9997058369795081
-2.558,-0.9997026046349946
-2.556,-0.9996993390473725
-2.5540000000000003,-0.9996960399011456
-2.5519999999999996,-0.9996927068781155
-2.55,-0.9996893396573608
-2.548,-0.9996859379152176
-2.5460000000000003,-0.9996825013252589
-2.5439999999999996,-0.9996790295582743
-2.542,-0.9996755222822488
-2.54,-0.9996719791623431
-2.5380000000000003,-0.9996683998608722
-2.5359999999999996,-0.9996647840372844
-2.534,-0.9996611313481408
-2.532,-0.9996574414470937
-2.5300000000000002,-0.9996537139848648
-2.5279999999999996,-0.9996499486092253
-2.526,-0.9996461449649728
-2.524,-0.9996423026939105
-2.5220000000000002,-0.9996384214348252
-2.5199999999999996,-0.9996345008234653
-2.518,-0.9996305404925189
-2.516,-0.9996265400715918
-2.5140000000000002,-0.9996224991871847
-2.5119999999999996,-0.9996184174626713
-2.51,-0.9996142945182758
-2.508,-0.9996101299710494
-2.5060000000000002,-0.9996059234348486
-2.5039999999999996,-0.9996016745203119
-2.502,-0.9995973828348363
-2.5,-0.999593047982555
-2.498,-0.9995886695643131
-2.4959999999999996,-0.999584247177645
-2.4939999999999998,-0.9995797804167506
-2.492,-0.9995752688724711
-2.49,-0.9995707121322661
-2.4879999999999995,-0.999566109780189
-2.4859999999999998,-0.9995614613968632
-2.484,-0.9995567665594576
-2.482,-0.9995520248416627
-2.4799999999999995,-0.9995472358136659
-2.4779999999999998,-0.9995423990421267
-2.476,-0.9995375140901525
-2.474,-0.9995325805172729
-2.4719999999999995,-0.9995275978794157
-2.4699999999999998,-0.9995225657288812
-2.468,-0.9995174836143168
-2.466,-0.999512351080692
-2.4639999999999995,-0.9995071676692727
-2.4619999999999997,-0.9995019329175956
-2.46,-0.999496646359442
-2.458,-0.9994913075248125
-2.4559999999999995,-0.9994859159399008
-2.4539999999999997,-0.999480471127067
-2.452,-0.9994749726048114
-2.45,-0.999469419887749
-2.4479999999999995,-0.9994638124865812
-2.4459999999999997,-0.9994581499080707
-2.444,-0.9994524316550133
-2.442,-0.9994466572262118
-2.4399999999999995,-0.9994408261164486
-2.4379999999999997,-0.9994349378164578
-2.436,-0.9994289918128987
-2.434,-0.9994229875883275
-2.4319999999999995,-0.9994169246211703
-2.4299999999999997,-0.9994108023856942
-2.428,-0.9994046203519806
-2.426,-0.9993983779858961
-2.4239999999999995,-0.9993920747490646
-2.4219999999999997,-0.9993857100988385
-2.42,-0.9993792834882711
-2.418,-0.999372794366087
-2.4159999999999995,-0.9993662421766536
-2.4139999999999997,-0.9993596263599522
-2.412,-0.9993529463515487
-2.41,-0.9993462015825646
-2.4079999999999995,-0.9993393914796476
-2.4059999999999997,-0.9993325154649414
-2.404,-0.9993255729560574
-2.402,-0.9993185633660435
-2.3999999999999995,-0.999311486103355
-2.3979999999999997,-0.9993043405718239
-2.396,-0.9992971261706295
-2.394,-0.9992898422942671
-2.3919999999999995,-0.9992824883325181
-2.3899999999999997,-0.9992750636704192
-2.388,-0.9992675676882313
-2.386,-0.9992599997614089
-2.3839999999999995,-0.999252359260569
-2.3819999999999997,-0.9992446455514596
-2.38,-0.9992368579949287
-2.378,-0.9992289959468923
-2.3759999999999994,-0.999221058758303
-2.3739999999999997,-0.9992130457751186
-2.372,-0.9992049563382693
-2.37,-0.9991967897836264
-2.3679999999999994,-0.9991885454419693
-2.3659999999999997,-0.9991802226389541
-2.364,-0.99917182069508
-2.362,-0.9991633389256576
-2.3599999999999994,-0.9991547766407751
-2.3579999999999997,-0.9991461331452665
-2.356,-0.9991374077386773
-2.354,-0.9991285997152324
-2.3519999999999994,-0.9991197083638018
-2.3499999999999996,-0.9991107329678676
-2.348,-0.9991016728054899
-2.346,-0.9990925271492735
-2.3439999999999994,-0.9990832952663337
-2.3419999999999996,-0.999073976418262
-2.34,-0.9990645698610919
-2.338,-0.9990550748452651
-2.3359999999999994,-0.9990454906155961
-2.3339999999999996,-0.9990358164112378
-2.332,-0.9990260514656473
-2.33,-0.9990161950065498
-2.3279999999999994,-0.9990062462559045
-2.3259999999999996,-0.9989962044298688
-2.324,-0.9989860687387631
-2.322,-0.998975838387035
-2.3200000000000003,-0.998965512573224
-2.3179999999999996,-0.9989550904899256
-2.316,-0.9989445713237548
-2.314,-0.9989339542553107
-2.3120000000000003,-0.99892323845914
-2.3099999999999996,-0.9989124231037001
-2.308,-0.9989015073513232
-2.306,-0.9988904903581797
-2.3040000000000003,-0.9988793712742405
-2.3019999999999996,-0.998868149243241
-2.3,-0.9988568234026434
-2.298,-0.9988453928835994
-2.2960000000000003,-0.9988338568109135
-2.2939999999999996,-0.9988222143030046
-2.292,-0.9988104644718687
-2.29,-0.9987986064230412
-2.2880000000000003,-0.9987866392555587
-2.2859999999999996,-0.9987745620619211
-2.284,-0.998762373928053
-2.282,-0.9987500739332659
-2.2800000000000002,-0.998737661150219
-2.2779999999999996,-0.9987251346448812
-2.276,-0.9987124934764917
-2.274,-0.9986997366975214
-2.2720000000000002,-0.9986868633536337
-2.2699999999999996,-0.9986738724836454
-2.268,-0.9986607631194871
-2.266,-0.9986475342861643
-2.2640000000000002,-0.9986341850017165
-2.2619999999999996,-0.9986207142771789
-2.26,-0.9986071211165418
-2.258,-0.9985934045167102
-2.2560000000000002,-0.9985795634674645
-2.2539999999999996,-0.9985655969514191
-2.252,-0.9985515039439832
-2.25,-0.9985372834133188
-2.248,-0.9985229343203015
-2.2459999999999996,-0.9985084556184782
-2.2439999999999998,-0.9984938462540273
-2.242,-0.9984791051657165
-2.24,-0.9984642312848625
-2.2379999999999995,-0.9984492235352891
-2.2359999999999998,-0.9984340808332856
-2.234,-0.9984188020875654
-2.232,-0.9984033861992243
-2.2299999999999995,-0.9983878320616982
-2.2279999999999998,-0.9983721385607213
-2.226,-0.998356304574284
-2.224,-0.9983403289725904
-2.2219999999999995,-0.9983242106180159
-2.2199999999999998,-0.9983079483650648
-2.218,-0.9982915410603274
-2.216,-0.9982749875424373
-2.2139999999999995,-0.9982582866420285
-2.2119999999999997,-0.9982414371816924
-2.21,-0.9982244379759344
-2.208,-0.9982072878311303
-2.2059999999999995,-0.9981899855454838
-2.2039999999999997,-0.998172529908982
-2.202,-0.9981549197033522
-2.2,-0.9981371537020182
-2.1979999999999995,-0.9981192306700555
-2.1959999999999997,-0.9981011493641487
-2.194,-0.9980829085325461
-2.192,-0.9980645069150158
-2.1899999999999995,-0.9980459432428015
-2.1879999999999997,-0.9980272162385777
-2.186,-0.9980083246164053
-2.184,-0.9979892670816868
-2.1819999999999995,-0.9979700423311211
-2.1799999999999997,-0.9979506490526588
-2.178,-0.9979310859254574
-2.176,-0.9979113516198354
-2.1739999999999995,-0.9978914447972275
-2.1719999999999997,-0.997871364110139
-2.17,-0.9978511082021002
-2.168,-0.9978306757076209
-2.1659999999999995,-0.9978100652521446
-2.1639999999999997,-0.9977892754520022
-2.162,-0.9977683049143671
-2.16,-0.9977471522372077
-2.1579999999999995,-0.9977258160092423
-2.1559999999999997,-0.9977042948098925
-2.154,-0.9976825872092366
-2.152,-0.9976606917679635
-2.1499999999999995,-0.9976386070373253
-2.1479999999999997,-0.9976163315590919
-2.146,-0.9975938638655029
-2.144,-0.9975712024792216
-2.1419999999999995,-0.9975483459132876
-2.1399999999999997,-0.9975252926710697
-2.138,-0.997502041246219
-2.136,-0.9974785901226214
-2.1339999999999995,-0.9974549377743502
-2.1319999999999997,-0.997431082665619
-2.13,-0.9974070232507334
-2.128,-0.9973827579740442
-2.1259999999999994,-0.9973582852698992
-2.1239999999999997,-0.9973336035625957
-2.122,-0.9973087112663322
-2.12,-0.9972836067851606
-2.1179999999999994,-0.9972582885129383
-2.1159999999999997,-0.9972327548332798
-2.114,-0.9972070041195087
-2.112,-0.9971810347346092
-2.1099999999999994,-0.9971548450311778
-2.1079999999999997,-0.9971284333513748
-2.106,-0.9971017980268758
-2.104,-0.9970749373788231
-2.1019999999999994,-0.997047849717777
-2.0999999999999996,-0.997020533343667
-2.098,-0.996992986545743
-2.096,-0.9969652076025263
-2.0939999999999994,-0.9969371947817608
-2.0919999999999996,-0.9969089463403641
-2.09,-0.9968804605243777
-2.088,-0.9968517355689192
-2.0859999999999994,-0.996822769698131
-2.0839999999999996,-0.9967935611251334
-2.082,-0.9967641080519735
-2.08,-0.9967344086695764
-2.0779999999999994,-0.9967044611576958
-2.0759999999999996,-0.9966742636848647
-2.074,-0.9966438144083449
-2.072,-0.9966131114740787
-2.0699999999999994,-0.9965821530166384
-2.0679999999999996,-0.9965509371591765
-2.066,-0.9965194620133765
-2.064,-0.9964877256794027
-2.0620000000000003,-0.9964557262458503
-2.0599999999999996,-0.9964234617896959
-2.058,-0.9963909303762473
-2.056,-0.9963581300590931
-2.0540000000000003,-0.996325058880054
-2.0519999999999996,-0.996291714869131
-2.05,-0.9962580960444569
-2.048,-0.996224200412245
-2.0460000000000003,-0.99619002596674
-2.0439999999999996,-0.9961555706901669
-2.042,-0.9961208325526815
-2.04,-0.9960858095123195
-2.0380000000000003,-0.9960504995149473
-2.0359999999999996,-0.9960149004942104
-2.034,-0.9959790103714844
-2.032,-0.9959428270558237
-2.0300000000000002,-0.9959063484439121
-2.0279999999999996,-0.9958695724200114
-2.026,-0.995832496855912
-2.024,-0.9957951196108823
-2.0220000000000002,-0.995757438531618
-2.0199999999999996,-0.995719451452192
-2.018,-0.9956811561940042
-2.016,-0.9956425505657307
-2.0140000000000002,-0.995603632363274
-2.0119999999999996,-0.995564399369712
-2.01,-0.9955248493552482
-2.008,-0.995484980077161
-2.0060000000000002,-0.9954447892797536
-2.0039999999999996,-0.995404274694303
-2.002,-0.9953634340390111
-2.0,-0.9953222650189527
-1.9979999999999993,-0.9952807653260264
-1.9960000000000004,-0.995238932638904
-1.9939999999999998,-0.9951967646229796
-1.991999999999999,-0.9951542589303207
-1.9900000000000002,-0.995111413199617
-1.9879999999999995,-0.9950682250561302
-1.9860000000000007,-0.9950246921116445
-1.984,-0.9949808119644157
-1.9819999999999993,-0.9949365821991222
-1.9800000000000004,-0.9948920003868136
-1.9779999999999998,-0.9948470640848619
-1.975999999999999,-0.9948017708369107
-1.9740000000000002,-0.994756118172826
-1.9719999999999995,-0.9947101036086456
-1.9700000000000006,-0.99466372464653
-1.968,-0.9946169787747117
-1.9659999999999993,-0.9945698634674466
-1.9640000000000004,-0.9945223761849636
-1.9619999999999997,-0.9944745143734152
-1.959999999999999,-0.9944262754648279
-1.9580000000000002,-0.9943776568770527
-1.9559999999999995,-0.9943286560137158
-1.9540000000000006,-0.9942792702641694
-1.952,-0.9942294970034419
-1.9499999999999993,-0.9941793335921891
-1.9480000000000004,-0.9941287773766453
-1.9459999999999997,-0.9940778256885735
-1.943999999999999,-0.9940264758452173
-1.9420000000000002,-0.9939747251492512
-1.9399999999999995,-0.9939225708887325
-1.9380000000000006,-0.9938700103370521
-1.936,-0.9938170407528863
-1.9339999999999993,-0.9937636593801478
-1.9320000000000004,-0.9937098634479374
-1.9299999999999997,-0.9936556501704964
-1.927999999999999,-0.9936010167471571
-1.9260000000000002,-0.9935459603622956
-1.9239999999999995,-0.9934904781852836
-1.9220000000000006,-0.9934345673704402
-1.92,-0.9933782250569848
-1.9179999999999993,-0.9933214483689883
-1.9160000000000004,-0.9932642344153267
-1.9139999999999997,-0.993206580289633
-1.911999999999999,-0.9931484830702502
-1.9100000000000001,-0.9930899398201835
-1.9079999999999995,-0.9930309475870542
-1.9060000000000006,-0.9929715034030523
-1.904,-0.9929116042848893
-1.9019999999999992,-0.9928512472337524
-1.9000000000000004,-0.9927904292352575
-1.8979999999999997,-0.9927291472594025
-1.895999999999999,-0.992667398260522
-1.8940000000000001,-0.9926051791772406
-1.8919999999999995,-0.9925424869324267
-1.8900000000000006,-0.992479318433148
-1.888,-0.9924156705706242
-1.8859999999999992,-0.9923515402201831
-1.8840000000000003,-0.9922869242412145
-1.8819999999999997,-0.9922218194771248
-1.879999999999999,-0.9921562227552937
-1.8780000000000001,-0.9920901308870272
-1.8759999999999994,-0.9920235406675147
-1.8740000000000006,-0.9919564488757842
-1.8719999999999999,-0.9918888522746573
-1.8699999999999992,-0.9918207476107067
-1.8680000000000003,-0.991752131614211
-1.8659999999999997,-0.9916830009991119
-1.863999999999999,-0.99161335246297
-1.862,-0.9915431826869225
-1.8599999999999994,-0.9914724883356395
-1.8580000000000005,-0.9914012660572815
-1.8559999999999999,-0.9913295124834564
-1.8539999999999992,-0.9912572242291776
-1.8520000000000003,-0.9911843978928215
-1.8499999999999996,-0.9911110300560857
-1.847999999999999,-0.991037117283947
-1.846,-0.9909626561246204
-1.8439999999999994,-0.9908876431095169
-1.8420000000000005,-0.9908120747532039
-1.8399999999999999,-0.9907359475533626
-1.8379999999999992,-0.9906592579907489
-1.8360000000000003,-0.9905820025291526
-1.8339999999999996,-0.9905041776153569
-1.831999999999999,-0.9904257796790991
-1.83,-0.9903468051330306
-1.8279999999999994,-0.9902672503726783
-1.8260000000000005,-0.9901871117764046
-1.8239999999999998,-0.9901063857053694
-1.8219999999999992,-0.9900250685034907
-1.8200000000000003,-0.9899431564974076
-1.8179999999999996,-0.9898606459964411
-1.815999999999999,-0.989777533292557
-1.814,-0.9896938146603286
-1.8119999999999994,-0.9896094863568987
-1.8100000000000005,-0.9895245446219444
-1.8079999999999998,-0.9894389856776385
-1.8059999999999992,-0.9893528057286151
-1.8040000000000003,-0.9892660009619323
-1.8019999999999996,-0.9891785675470373
-1.8000000000000007,-0.9890905016357308
-1.798,-0.9890017993621318
-1.7959999999999994,-0.9889124568426436
-1.7940000000000005,-0.9888224701759183
-1.7919999999999998,-0.9887318354428234
-1.7899999999999991,-0.9886405487064082
-1.7880000000000003,-0.9885486060118698
-1.7859999999999996,-0.9884560033865204
-1.7840000000000007,-0.9883627368397546
-1.782,-0.9882688023630165
-1.7799999999999994,-0.9881741959297683
-1.7780000000000005,-0.9880789134954581
-1.7759999999999998,-0.9879829509974886
-1.7739999999999991,-0.987886304355186
-1.7720000000000002,-0.98778896946977
-1.7699999999999996,-0.9876909422243223
-1.7680000000000007,-0.987592218483758
-1.766,-0.9874927940947948
-1.7639999999999993,-0.9873926648859248
-1.7620000000000005,-0.9872918266673854
-1.7599999999999998,-0.9871902752311301
-1.7579999999999991,-0.987088006350802
-1.7560000000000002,-0.9869850157817047
-1.7539999999999996,-0.9868812992607758
-1.7520000000000007,-0.9867768525065601
-1.75,-0.9866716712191824
-1.7479999999999993,-0.9865657510803225
-1.7460000000000004,-0.9864590877531887
-1.7439999999999998,-0.9863516768824929
-1.741999999999999,-0.9862435140944259
-1.7400000000000002,-0.9861345949966329
-1.7379999999999995,-0.9860249151781895
-1.7360000000000007,-0.985914470209578
-1.734,-0.9858032556426646
-1.7319999999999993,-0.9856912670106767
-1.7300000000000004,-0.9855784998281806
-1.7279999999999998,-0.9854649495910592
-1.725999999999999,-0.985350611776492
-1.7240000000000002,-0.9852354818429327
-1.7219999999999995,-0.9851195552300896
-1.7200000000000006,-0.9850028273589058
-1.718,-0.9848852936315388
-1.7159999999999993,-0.9847669494313425
-1.7140000000000004,-0.9846477901228481
-1.7119999999999997,-0.984527811051746
-1.709999999999999,-0.9844070075448683
-1.7080000000000002,-0.9842853749101719
-1.7059999999999995,-0.9841629084367212
-1.7040000000000006,-0.9840396033946729
-1.702,-0.9839154550352595
-1.6999999999999993,-0.9837904585907745
-1.6980000000000004,-0.9836646092745583
-1.6959999999999997,-0.9835379022809828
-1.693999999999999,-0.9834103327854392
-1.6920000000000002,-0.9832818959443239
-1.6899999999999995,-0.9831525868950262
-1.6880000000000006,-0.9830224007559164
-1.686,-0.9828913326263343
-1.6839999999999993,-0.982759377586578
-1.6820000000000004,-0.9826265306978935
-1.6799999999999997,-0.9824927870024648
-1.677999999999999,-0.9823581415234045
-1.6760000000000002,-0.9822225892647454
-1.6739999999999995,-0.9820861252114312
-1.6720000000000006,-0.9819487443293101
-1.67,-0.9818104415651265
-1.6679999999999993,-0.9816712118465153
-1.6660000000000004,-0.9815310500819954
-1.6639999999999997,-0.981389951160964
-1.661999999999999,-0.9812479099536926
-1.6600000000000001,-0.9811049213113221
-1.6579999999999995,-0.9809609800658589
-1.6560000000000006,-0.9808160810301727
-1.654,-0.9806702189979927
-1.6519999999999992,-0.9805233887439069
-1.6500000000000004,-0.9803755850233603
-1.6479999999999997,-0.9802268025726537
-1.645999999999999,-0.9800770361089446
-1.6440000000000001,-0.9799262803302469
-1.6419999999999995,-0.9797745299154321
-1.6400000000000006,-0.979621779524232
-1.638,-0.9794680237972396
-1.6359999999999992,-0.9793132573559133
-1.6340000000000003,-0.9791574748025803
-1.6319999999999997,-0.97900067072044
-1.629999999999999,-0.9788428396735701
-1.6280000000000001,-0.978683976206932
-1.6259999999999994,-0.9785240748463762
-1.6240000000000006,-0.97836313009865
-1.6219999999999999,-0.9782011364514045
-1.6199999999999992,-0.9780380883732034
-1.6180000000000003,-0.9778739803135315
-1.6159999999999997,-0.9777088067028038
-1.613999999999999,-0.9775425619523765
-1.612,-0.9773752404545578
-1.6099999999999994,-0.9772068365826185
-1.6080000000000005,-0.9770373446908058
-1.6059999999999999,-0.9768667591143547
-1.6039999999999992,-0.9766950741695027
-1.6020000000000003,-0.9765222841535041
-1.5999999999999996,-0.976348383344644
-1.597999999999999,-0.9761733660022553
-1.596,-0.9759972263667348
-1.5939999999999994,-0.9758199586595595
-1.5920000000000005,-0.975641557083306
-1.5899999999999999,-0.9754620158216676
-1.5879999999999992,-0.9752813290394748
-1.5860000000000003,-0.975099490882715
-1.5839999999999996,-0.9749164954785525
-1.581999999999999,-0.9747323369353513
-1.58,-0.9745470093426969
